layer_name,num_elements,sparsity
_orig_mod.layer2.weight.rev_phenotype_protein.bias,100,53.0
_orig_mod.layer2.weight.exposure_bioprocess.weight,10000,50.970000000000006
_orig_mod.layer2.weight.exposure_bioprocess.bias,100,46.0
_orig_mod.layer2.weight.exposure_cellcomp.weight,10000,50.17
_orig_mod.layer2.weight.exposure_cellcomp.bias,100,51.0
_orig_mod.layer2.weight.exposure_disease.weight,10000,49.559999999999995
_orig_mod.layer2.weight.exposure_disease.bias,100,51.0
_orig_mod.layer2.weight.exposure_exposure.weight,10000,49.07
_orig_mod.layer2.weight.exposure_exposure.bias,100,51.0
_orig_mod.layer2.weight.exposure_molfunc.weight,10000,50.71
_orig_mod.layer2.weight.exposure_molfunc.bias,100,44.0
_orig_mod.layer2.weight.exposure_protein.weight,10000,49.97
_orig_mod.layer2.weight.exposure_protein.bias,100,55.00000000000001
_orig_mod.layer2.weight.anatomy_protein_absent.weight,10000,50.980000000000004
_orig_mod.layer2.weight.anatomy_protein_absent.bias,100,42.0
_orig_mod.layer2.weight.anatomy_protein_present.weight,10000,48.89
_orig_mod.layer2.weight.anatomy_protein_present.bias,100,49.0
_orig_mod.layer2.weight.bioprocess_protein.weight,10000,51.370000000000005
_orig_mod.layer2.weight.bioprocess_protein.bias,100,46.0
_orig_mod.layer2.weight.cellcomp_protein.weight,10000,49.35
_orig_mod.layer2.weight.cellcomp_protein.bias,100,45.0
_orig_mod.layer2.weight.disease_protein.weight,10000,49.730000000000004
_orig_mod.layer2.weight.disease_protein.bias,100,54.0
_orig_mod.layer2.weight.molfunc_protein.weight,10000,50.12
_orig_mod.layer2.weight.molfunc_protein.bias,100,54.0
_orig_mod.layer2.weight.pathway_protein.weight,10000,49.74
_orig_mod.layer2.weight.pathway_protein.bias,100,48.0
_orig_mod.layer2.weight.phenotype_protein.weight,10000,50.24999999999999
_orig_mod.layer2.weight.phenotype_protein.bias,100,48.0
_orig_mod.layer2.weight.protein_protein.weight,10000,49.66
_orig_mod.layer2.weight.protein_protein.bias,100,38.0
_orig_mod.layer2.weight.rev_drug_protein.weight,10000,49.78
_orig_mod.layer2.weight.rev_drug_protein.bias,100,53.0
_orig_mod.layer2.weight.rev_exposure_protein.weight,10000,49.8
_orig_mod.layer2.weight.rev_exposure_protein.bias,100,50.0
_orig_mod.layer2.weight.molfunc_molfunc.weight,10000,49.830000000000005
_orig_mod.layer2.weight.molfunc_molfunc.bias,100,55.00000000000001
_orig_mod.layer2.weight.rev_exposure_molfunc.weight,10000,50.17
_orig_mod.layer2.weight.rev_exposure_molfunc.bias,100,50.0
_orig_mod.layer2.weight.rev_molfunc_protein.weight,10000,50.3
_orig_mod.layer2.weight.rev_molfunc_protein.bias,100,51.0
_orig_mod.layer2.weight.pathway_pathway.weight,10000,49.63
_orig_mod.layer2.weight.pathway_pathway.bias,100,47.0
_orig_mod.layer2.weight.rev_pathway_protein.weight,10000,50.32
_orig_mod.layer2.weight.rev_pathway_protein.bias,100,42.0
