layer_name,avg_forward_time_ms,num_calls
_orig_mod.layer2.weight.rev_phenotype_protein,0.00022278567813184362,13681

_orig_mod.layer2.weight.exposure_bioprocess,0.0002270988738995353,13560

_orig_mod.layer2.weight.exposure_cellcomp,0.0004136909448250542,966

_orig_mod.layer2.weight.exposure_disease,0.00022270493366953708,13681

_orig_mod.layer2.weight.exposure_exposure,0.00022244141573892357,11405

_orig_mod.layer2.weight.exposure_molfunc,0.0003189665366600853,1808

_orig_mod.layer2.weight.exposure_protein,0.00021895359862315604,13681

_orig_mod.layer2.weight.anatomy_protein_absent,0.00021973073748138798,13681

_orig_mod.layer2.weight.anatomy_protein_present,0.0002091629049776743,13681

_orig_mod.layer2.weight.bioprocess_protein,0.0002091045888235693,13681

_orig_mod.layer2.weight.cellcomp_protein,0.00020182409576851651,13681

_orig_mod.layer2.weight.disease_protein,0.00020872290126650416,13681

_orig_mod.layer2.weight.molfunc_protein,0.00020869921145903644,13681

_orig_mod.layer2.weight.pathway_protein,0.00020878582731759034,13681

_orig_mod.layer2.weight.phenotype_protein,0.0002083521332300687,13681

_orig_mod.layer2.weight.protein_protein,0.0002106973241854536,13681

_orig_mod.layer2.weight.rev_drug_protein,0.00021060133536607867,13681

_orig_mod.layer2.weight.rev_exposure_protein,0.00021468087250496086,10417

_orig_mod.layer2.weight.molfunc_molfunc,0.00022583201591040638,13681

_orig_mod.layer2.weight.rev_exposure_molfunc,0.00023609017235640088,6093

_orig_mod.layer2.weight.rev_molfunc_protein,0.00021876756045481293,13681

_orig_mod.layer2.weight.pathway_pathway,0.00021954538430927372,13681

_orig_mod.layer2.weight.rev_pathway_protein,0.00021748695149568449,13681

