layer_name,num_elements,sparsity
layer1.weight.phenotype_phenotype.weight,10000,50.849999999999994
layer1.weight.phenotype_phenotype.bias,100,36.0
layer1.weight.rev_disease_phenotype_negative.weight,10000,50.370000000000005
layer1.weight.rev_disease_phenotype_negative.bias,100,44.0
layer1.weight.rev_disease_phenotype_positive.weight,10000,49.81
layer1.weight.rev_disease_phenotype_positive.bias,100,31.0
layer1.weight.rev_drug_effect.weight,10000,51.32
layer1.weight.rev_drug_effect.bias,100,27.0
layer1.weight.rev_phenotype_protein.weight,10000,49.220000000000006
layer1.weight.rev_phenotype_protein.bias,100,42.0
layer1.weight.exposure_bioprocess.weight,10000,50.29
layer1.weight.exposure_bioprocess.bias,100,52.0
layer1.weight.exposure_cellcomp.weight,10000,50.44
layer1.weight.exposure_cellcomp.bias,100,60.0
layer1.weight.exposure_disease.weight,10000,50.63999999999999
layer1.weight.exposure_disease.bias,100,51.0
layer1.weight.exposure_exposure.weight,10000,50.01
layer1.weight.exposure_exposure.bias,100,37.0
layer1.weight.exposure_molfunc.weight,10000,49.72
layer1.weight.exposure_molfunc.bias,100,60.0
layer1.weight.exposure_protein.weight,10000,48.86
layer1.weight.exposure_protein.bias,100,62.0
layer1.weight.anatomy_protein_absent.weight,10000,48.33
layer1.weight.anatomy_protein_absent.bias,100,38.0
layer1.weight.anatomy_protein_present.weight,10000,52.64
layer1.weight.anatomy_protein_present.bias,100,47.0
layer1.weight.bioprocess_protein.weight,10000,48.93
layer1.weight.bioprocess_protein.bias,100,40.0
layer1.weight.cellcomp_protein.weight,10000,49.29
layer1.weight.cellcomp_protein.bias,100,43.0
layer1.weight.disease_protein.weight,10000,51.0
layer1.weight.disease_protein.bias,100,26.0
layer1.weight.molfunc_protein.weight,10000,49.4
layer1.weight.molfunc_protein.bias,100,49.0
layer1.weight.pathway_protein.weight,10000,49.03
layer1.weight.pathway_protein.bias,100,36.0
layer1.weight.phenotype_protein.weight,10000,49.370000000000005
layer1.weight.phenotype_protein.bias,100,52.0
layer1.weight.protein_protein.weight,10000,49.57
layer1.weight.protein_protein.bias,100,31.0
layer1.weight.rev_drug_protein.weight,10000,50.64999999999999
layer1.weight.rev_drug_protein.bias,100,23.0
layer1.weight.rev_exposure_protein.weight,10000,50.96000000000001
layer1.weight.rev_exposure_protein.bias,100,56.99999999999999
layer1.weight.molfunc_molfunc.weight,10000,50.5
layer1.weight.molfunc_molfunc.bias,100,53.0
layer1.weight.rev_exposure_molfunc.weight,10000,48.64
layer1.weight.rev_exposure_molfunc.bias,100,62.0
layer1.weight.rev_molfunc_protein.weight,10000,50.31
layer1.weight.rev_molfunc_protein.bias,100,40.0
layer1.weight.pathway_pathway.weight,10000,50.05
layer1.weight.pathway_pathway.bias,100,49.0
layer1.weight.rev_pathway_protein.weight,10000,50.129999999999995
layer1.weight.rev_pathway_protein.bias,100,40.0
layer2.weight.anatomy_anatomy.weight,10000,50.260000000000005
layer2.weight.anatomy_anatomy.bias,100,46.0
layer2.weight.rev_anatomy_protein_absent.weight,10000,51.78
layer2.weight.rev_anatomy_protein_absent.bias,100,57.99999999999999
layer2.weight.rev_anatomy_protein_present.weight,10000,48.25
layer2.weight.rev_anatomy_protein_present.bias,100,56.99999999999999
layer2.weight.bioprocess_bioprocess.weight,10000,48.6
layer2.weight.bioprocess_bioprocess.bias,100,46.0
layer2.weight.rev_bioprocess_protein.weight,10000,48.77
layer2.weight.rev_bioprocess_protein.bias,100,47.0
layer2.weight.rev_exposure_bioprocess.weight,10000,50.57000000000001
layer2.weight.rev_exposure_bioprocess.bias,100,49.0
layer2.weight.cellcomp_cellcomp.weight,10000,49.5
layer2.weight.cellcomp_cellcomp.bias,100,52.0
layer2.weight.rev_cellcomp_protein.weight,10000,50.67
layer2.weight.rev_cellcomp_protein.bias,100,45.0
layer2.weight.rev_exposure_cellcomp.weight,10000,49.54
layer2.weight.rev_exposure_cellcomp.bias,100,47.0
layer2.weight.disease_disease.weight,10000,46.949999999999996
layer2.weight.disease_disease.bias,100,38.0
layer2.weight.disease_phenotype_negative.weight,10000,49.45
layer2.weight.disease_phenotype_negative.bias,100,50.0
layer2.weight.disease_phenotype_positive.weight,10000,50.370000000000005
layer2.weight.disease_phenotype_positive.bias,100,48.0
layer2.weight.rev_contraindication.weight,10000,50.13999999999999
layer2.weight.rev_contraindication.bias,100,52.0
layer2.weight.rev_disease_protein.weight,10000,49.45
layer2.weight.rev_disease_protein.bias,100,51.0
layer2.weight.rev_exposure_disease.weight,10000,47.46
layer2.weight.rev_exposure_disease.bias,100,44.0
layer2.weight.rev_indication.weight,10000,49.63
layer2.weight.rev_indication.bias,100,61.0
layer2.weight.rev_off-label use.weight,10000,49.1
layer2.weight.rev_off-label use.bias,100,53.0
layer2.weight.contraindication.weight,10000,47.39
layer2.weight.contraindication.bias,100,48.0
layer2.weight.drug_drug.weight,10000,49.55
layer2.weight.drug_drug.bias,100,49.0
layer2.weight.drug_effect.weight,10000,50.77
layer2.weight.drug_effect.bias,100,50.0
layer2.weight.drug_protein.weight,10000,49.82
layer2.weight.drug_protein.bias,100,57.99999999999999
layer2.weight.indication.weight,10000,50.870000000000005
layer2.weight.indication.bias,100,47.0
layer2.weight.off-label use.weight,10000,50.51
layer2.weight.off-label use.bias,100,50.0
layer2.weight.phenotype_phenotype.weight,10000,48.75
layer2.weight.phenotype_phenotype.bias,100,52.0
layer2.weight.rev_disease_phenotype_negative.weight,10000,52.04
layer2.weight.rev_disease_phenotype_negative.bias,100,45.0
layer2.weight.rev_disease_phenotype_positive.weight,10000,50.14999999999999
layer2.weight.rev_disease_phenotype_positive.bias,100,55.00000000000001
layer2.weight.rev_drug_effect.weight,10000,51.81
layer2.weight.rev_drug_effect.bias,100,47.0
layer2.weight.rev_phenotype_protein.weight,10000,50.67
layer2.weight.rev_phenotype_protein.bias,100,41.0
layer2.weight.exposure_bioprocess.weight,10000,46.910000000000004
layer2.weight.exposure_bioprocess.bias,100,41.0
layer2.weight.exposure_cellcomp.weight,10000,49.96
layer2.weight.exposure_cellcomp.bias,100,49.0
layer2.weight.exposure_disease.weight,10000,50.41
layer2.weight.exposure_disease.bias,100,55.00000000000001
layer2.weight.exposure_exposure.weight,10000,50.5
layer2.weight.exposure_exposure.bias,100,50.0
layer2.weight.exposure_molfunc.weight,10000,50.029999999999994
layer2.weight.exposure_molfunc.bias,100,64.0
layer2.weight.exposure_protein.weight,10000,49.309999999999995
layer2.weight.exposure_protein.bias,100,61.0
layer2.weight.anatomy_protein_absent.weight,10000,50.12
layer2.weight.anatomy_protein_absent.bias,100,51.0
layer2.weight.anatomy_protein_present.weight,10000,49.6
layer2.weight.anatomy_protein_present.bias,100,60.0
layer2.weight.bioprocess_protein.weight,10000,50.78
layer2.weight.bioprocess_protein.bias,100,56.99999999999999
layer2.weight.cellcomp_protein.weight,10000,50.29
layer2.weight.cellcomp_protein.bias,100,51.0
layer2.weight.disease_protein.weight,10000,51.92
layer2.weight.disease_protein.bias,100,53.0
layer2.weight.molfunc_protein.weight,10000,49.29
layer2.weight.molfunc_protein.bias,100,43.0
layer2.weight.pathway_protein.weight,10000,49.01
layer2.weight.pathway_protein.bias,100,45.0
layer2.weight.phenotype_protein.weight,10000,50.870000000000005
layer2.weight.phenotype_protein.bias,100,47.0
layer2.weight.protein_protein.weight,10000,49.65
layer2.weight.protein_protein.bias,100,43.0
layer2.weight.rev_drug_protein.weight,10000,48.89
layer2.weight.rev_drug_protein.bias,100,41.0
layer2.weight.rev_exposure_protein.weight,10000,48.89
layer2.weight.rev_exposure_protein.bias,100,50.0
layer2.weight.molfunc_molfunc.weight,10000,50.23
layer2.weight.molfunc_molfunc.bias,100,46.0
layer2.weight.rev_exposure_molfunc.weight,10000,49.04
layer2.weight.rev_exposure_molfunc.bias,100,46.0
layer2.weight.rev_molfunc_protein.weight,10000,49.71
layer2.weight.rev_molfunc_protein.bias,100,51.0
layer2.weight.pathway_pathway.weight,10000,48.370000000000005
layer2.weight.pathway_pathway.bias,100,42.0
layer2.weight.rev_pathway_protein.weight,10000,51.29
layer2.weight.rev_pathway_protein.bias,100,53.0
